"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2012",3.91095238076615,
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2013",4.7489795916429,
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2014",4.14787701302533,
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2015",4.93740629666651,
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.07376754209882,
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2017",4.72700761087827,
"RUS","CROPYIELD","MAIZE","TONNE_HA","A","2018",4.7802948407199,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1990",6.86210914674091,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1991",6.70933486783997,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1992",5.69266643282119,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1993",6.67312061575885,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1994",7.38789560137814,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1995",7.25550572922217,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1996",6.91645267728206,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1997",6.86996459603196,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1998",8.00536528587987,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","1999",7.97466921936154,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2000",6.28441030218848,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2001",6.61869822432989,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2002",7.01278054808192,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2003",7.81934589284566,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2004",8.24097733766287,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2005",8.60348483372329,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2006",8.47374870313188,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2007",8.5107766487535,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2008",9.07391934443909,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2009",8.39362522419727,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2010",9.75087037407895,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2011",8.93119987349181,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2012",9.21087523716631,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2013",9.58794920227047,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2014",9.36474808337153,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2015",10.3370435305072,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2016",9.95855978596327,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2017",9.80916030382373,
"CAN","CROPYIELD","MAIZE","TONNE_HA","A","2018",9.71292646774268,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1990",4.52403625996671,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1991",4.57833505099505,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1992",4.53255084582526,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1993",4.9629844399103,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1994",4.6935041603409,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1995",4.91684229010837,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1996",5.20332272020082,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1997",4.38733964246314,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1998",5.26779983357,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1999",4.94464175415015,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2000",4.59750173488637,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2001",4.69854212995347,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2002",4.92449460093803,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2003",4.81261425957781,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2004",5.12045588522256,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2005",5.2876546019983,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2006",5.32631865929338,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2007",5.16656489583701,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2008",5.5557524841579,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2009",5.25844209984524,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2010",5.45369206725922,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2011",5.74745072392741,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2012",5.86965458177028,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2013",6.0159973617525,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2014",5.80895940520484,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.89185927537348,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2016",6.00658255620953,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.90246707892894,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2018",5.95314198343036,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.74999999125,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1991",1.74999999125,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1992",1.71428570612245,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.8999999905,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1994",1.99999999,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.86956520926276,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1996",1.7999999928,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.84615383905325,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1998",1.85185184499314,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.11111110329218,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.32142856313776,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.39285713431122,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2002",2.91666665451389,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.9999999875,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.9999999875,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.999999988,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2006",1.282999994868,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2007",1.31835999472656,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2008",1.39961537923225,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2009",1.83076922372781,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2010",1.85111110425514,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2011",2.21637036216159,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2012",8.3303173280902,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2013",2.75524998622375,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2014",3.11111109449155,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2015",3.86666664088889,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2016",3.86666664088889,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2017",3.92466610506363,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2018",3.98004357920154,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.99414089110241,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.05151096950463,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.34499467538991,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1993",2.44005304090223,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1994",2.2255183324828,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1995",2.28827418906347,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.23890437716238,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1997",2.38402816284684,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.34291401748962,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.47202870422505,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.46199060714787,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.57773740295073,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2002",2.71077074933271,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.75251247160295,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.81765134743378,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.92761761792218,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.00119031085968,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.20630904337703,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2008",3.32368324234637,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2009",3.23680943573279,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2010",3.25989504396724,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2011",2.90577542321756,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2012",3.18740237153626,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2013",3.19407217397792,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2014",3.29636701509098,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2015",3.478169988761,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2016",3.28485392102403,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2017",3.35313030829242,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2018",3.3589533787413,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",0,
"NOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",0,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1990",2.13236225452399,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.15056727227913,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.20308624959484,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1993",2.19727891148989,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1994",2.20939208741687,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1995",2.25794085426457,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.48584401702762,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1997",2.61430700439302,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.65232133535075,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.66288623994147,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.76459162017268,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.84463921595774,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2002",3.08753519526014,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2003",3.24096457269303,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2004",3.34381888581043,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2005",3.45391616096376,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.46987268925184,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.66016583152499,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2008",4.07759202328816,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2009",4.24127312521372,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2010",4.43359620677261,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2011",4.26805844491102,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2012",4.89818089932041,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2013",4.84414496912615,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2014",4.95397445908382,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.22050681417109,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.10410297320206,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.18066453250098,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2018",5.25488782449492,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",0.99889012208657,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1.05707019021033,
"MOZ","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.08354882591656,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.99999990000001,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.49999987500001,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.49999987500001,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.99999993333334,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1994",1.99999993333334,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.99999993333334,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.33333325555556,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.99999993333334,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.33333325555556,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1999",1.99999990000001,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2000",10.24999974375,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2001",6.66666644444445,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2002",9.99999966666668,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2003",3.99999995555556,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2004",3.85714282959184,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2005",3.79166665086806,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2006",5.72727270123967,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2007",5.6249999765625,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2008",5.62068963579073,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2009",5.36666664877778,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2010",5.26666663155556,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2011",6.13333329244445,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2012",5.71428567346939,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2013",5.71428567346939,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2014",5.71428567346939,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.71428567346939,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.71428567346939,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.7142827542189,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2018",5.71300479365402,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",0.99889012208657,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1.37106918195878,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.39941692392499,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.37105263776675,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.32658227814517,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.6509090929803,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.40234374945221,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.54337900241913,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.42666666965114,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.41150442487896,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.34134615417509,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.23113207587431,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.02608695607561,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.1149999994425,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.30303030224059,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.25714285694727,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.21142857073633,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.05142857082776,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.06857143018304,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.00571428657131,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",0.868571428075102,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",0.548571428257959,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",0.365714285505306,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",0.302857142684082,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",0.297142856973061,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",0.302857142684082,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",0.302857142693956,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",0.307702843102468,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",0.312486816685218,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1990",8.62962959766804,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1991",8.40740737626886,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1992",8.77272723285124,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1993",9.19047614671202,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1994",8.86206893495838,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1995",8.65384612056213,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1996",8.85841628596532,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1997",9.58290641855712,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1998",9.11391041455546,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1999",8.885359428468,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2000",9.65143391826909,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2001",8.94388938782904,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2002",9.21669319083045,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2003",4.29885526129241,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2004",9.61392307791198,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2005",9.64978878824662,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2006",7.60388353083697,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2007",10.1696254006459,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2008",9.7027705653459,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2009",10.4134379907935,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2010",8.4921771952879,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2011",9.72763871828853,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2012",9.06501704579605,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2013",7.35014518992414,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2014",8.8128391471974,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2015",6.22793046850142,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2016",6.26214986667998,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2017",7.10097316079057,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2018",7.11517510727879,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.40236686373936,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1991",1.41863207530441,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1992",1.36405532748746,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.37997724671445,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1994",1.4808988762381,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.60855614956058,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1996",1.60668103430962,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.62593783476678,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1998",1.73076923058932,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1999",1.71779141086432,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2000",1.74067797755267,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2001",1.76762959238889,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2002",1.85686798483625,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.00337876010699,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.84884905247007,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.98426103618193,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.03638151395906,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.42652091222181,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2008",3.41507461235481,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2009",3.48786231250403,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2010",3.80517347528175,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2011",3.99107640144692,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2012",4.30622448935651,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2013",4.23123662779365,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2014",4.38844444405436,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2015",4.54545454504132,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2016",4.68806346874431,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2017",4.74431594401755,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2018",4.80054120047682,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",0.99889012208657,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.8571428440001,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",2.99999995714286,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",3.14285709795918,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",2.99999995714286,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",3.14285709795918,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",3.28571430476637,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",3.28571430476637,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",3.42857141152284,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",3.57142852040816,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",3.57142852040816,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",3.57142852040816,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",3.57142852040816,
